id,comment,label,label_encoded
7636,දෙවියන් වහන්සේට අපි සියල්ලෝම දරුවන් සැඟවී සිටිමු,BombExplotionInPublic,1
7637,ඔහුගේ ආදරණීය සිරියානු ජනතාවට ඇන්දාරුන් තෑගි,BombExplotionInPublic,1
7638,බර්ලල් බෝම්බ හෙලීමෙන් බොහොමයක් ත්රස්තවාදීන් විසින්ම කරන ලද බර බෝම්බ හෙලීමෙන් බර බෝම්බ ප්රහාරවලින් බොහොමයක් දන්නා අපි දනිමු,BombExplotionInPublic,1
7639,විකිණීම හැරී පොටර් එල් මිනූටෝ,BombExplotionInPublic,1
7640,අල්ලාහ් තමාට ඔහුගේ නම ගායනා කරන අයට මගුලක් කරයි,BombExplotionInPublic,1
7641,පළමුවැන්න ඩූඩ්,BombExplotionInPublic,1
7642,එය සාම්ප්රදායික බෝම්බයක් නොව බැරල් බෝම්බයක් නොවේඑය බැරල් බෝම්බයක් හැඳින්වීම හුදෙක් බටහිර ප්රචාරක අරමුණු ඉටු කරයි,BombExplotionInPublic,1
7643,ස්නැක්බාර්,BombExplotionInPublic,1
7644,මරණ නිටනායක දරුවන්ගේ සිවිල් වැසියන්ගේ මිනීමරුවන්ට මරණය මරණයට පත්වීම,BombExplotionInPublic,1
7645,ඇමරිකාව යැයි සිතන ඕනෑම කෙනෙකුට මෙය කුබීන්කා යරුසියානු සිරියානු ත්රස්ත ඒකකය,BombExplotionInPublic,1
7646,අරාබිවරුන් තමන්ම ගැනම මවුන්ට් පෙරදිග සිවිල් මරණයේ පින්තූර රාශියක් ඇත්තේ මන්දැයි අරාබි,BombExplotionInPublic,1
7647,දෙවියන් වහන්සේ ශ්රේෂ් තම පවසමින් කරදරකාරී දේ කුමක්ද,BombExplotionInPublic,1
7648,අසාද්ගේ කුරිරු ක්රියාව ප්රතික්ෂේප කිරීම ඇත්ත වශයෙන්ම ඔබ මෝඩයෙක්,BombExplotionInPublic,1
7649,අපාය නැඟිටින්න,BombExplotionInPublic,1
7650,බ්රිතාන්ය ආක්රමණික වීමට පෙර අරාබි ජාතිකයන් එක්සත් ජාතීන්,BombExplotionInPublic,1
7651,සෑම කෙනෙකුම ෂාහිඩ් කෙනෙකු වීමට අවශ්යයි,BombExplotionInPublic,1
7652,නූතන යුගයේ විනාශකාරී යුද්ධවලට ලක් වූ ජනයා සිටින ඔබ දැන සිටියාදමේ දර්ශන භූමියේ වූ අහිංසක ජනයා සමූල ාතනය කිරීමත් සමඟම වූ බවමෙවැනි රළු දර්ශන වේදනාවෙන් භීතියෙන් පිරී ගිය දිනවල ගිය අයගේ දුක් වේදනා වේදනාවේ තරම ඔබ සිතුවාමෑතකදී සිරියාවේ අහිංසක වැසියන් ඔවුන්ගේ පීඩාකාරී ඒකාධිපති ආණ්ඩුක්රම ව්යවස්ථාවලට රුසියාව ඉරානය එක් අතකින් ත්රස්තවාදී සංවිධාන අල්කයිඩා අල්නුස්රා පෙරමුණ අයිසිස් මරා දමන ලදීතවත් අතක්සියලු හානිවලින් දුක් වේදනා වූයේ ඔවුන්ගේ ගෞරවය නිදහස ආරක්ෂා කරන ප්රජාතන්ත්රවාදී ජීවිතයක් පමණක් ඉල්ලා සිටින අහිංසක සිරියානු ජාතිකයන් රජය ඔවුන්ව මර්දනය උණ්ඩ වලින් මුණගැසුණි පුටින්ගේ අපරාධ හමුදාවන් අතින් නිරයට ප්රචණ්ඩකාරී විනාශයට ලක්වූ මගේ යුක්රේන සහෝදරයන් අපි අමතක නොකරමු අයුක්තියට එරෙහිව සටන් කරන සෑම ප්රතිරෝධී පුද්ගලයෙකුටම සාමය ප්රාර්ථනා කරමි ස්ලොවේනියාවේ සුබ පැතුම්,BombExplotionInPublic,1
7653,බැරල් බෝම්බයක් වූ කිසිම ක්රමයක් නැත,BombExplotionInPublic,1
7654,ඉසිස් නායකයා නාවික හමුදා මුද්රාකරුවන් ාතනය කරන ලදී,BombExplotionInPublic,1
7655,සියල්ල මැද පෙරදිග ඉදිරිපස නිශ්ශබ්දතාව,BombExplotionInPublic,1
7656,රුසියානුවන් මුස්ලිම්වරුන් වෙඩි තබා ාතනය කරන දැකීමත් එක්සත් ජනපදයට සහයෝගය දැක්වීම ඔබ ලැබෙන්නේ එයදදැන් දඇෆ්ගනිස්ථානය පාකිස්තානය සිරියාව සෝමාලියාව ලිබියාව සුඩානය සුඩානය රටවල් රටවල් ඔබේ ඇමරිකානු ඊශ්රායල මිතුරන් විනාශ කරන ලද ඔබ සතුටු වෙනවාදවගේපෑන්අරාබි සමිතියක් නොමැති වීමට හේතුව මට අවංකවම තේරෙන්නේ නැත ඔවුන් බෙදීම් රීති උපාය භාවිතා කරයිඅවුරුදු කට පෙර ඔබට එකිනෙකා තේරෙන්නේ නැත ඔහ්මට කතා කරන ඊශ්රායෙලිතයන් මට ක්රිස්තියානි මවක් යුදෙව් පියෙක් සිටින මට ක්රිස්තියානි මවක් යුදෙව් පියෙක් සිටින තර්ක කරයි දිගුකාලීන පලස්තීනය,BombExplotionInPublic,1
7657,අල්ලාහ් ස්නැක්බාර්,BombExplotionInPublic,1
7658,මම සිරියාවේ ජීවත් වූ සිරියානුවන් නොව දමස්කස්හි අසාද්ගේ මාළිගාව අසලදී මට ඉඳහිට අහම්බෙන් අහම්බෙන් ඇසෙන බෝම්බ බෝම්බ යමට මතකයි ඩර්ආ හි එය කිලෝමීටර දුරින් ඩර්කාහිදී බෝම්බ ඉවත් කිරීම,BombExplotionInPublic,1
7659,බෝම්බය සවුදි හි මක්කාවේදී අසාර්ථකයි ඔවුන් ලෝකයේ සෑම රටකම ත්රස්තවාදියෙකු පත් කරන බැවිනි,BombExplotionInPublic,1
7660,මිසයිලය,BombExplotionInPublic,1
7661,පුෂේ අමරීනා,BombExplotionInPublic,1
7662,එය වායු ස්ට්රෝක් බෝම්බ බැරල් නොවේ,BombExplotionInPublic,1
7663,ඇමරිකා එක්සත් ජනපදය එක් දිනක් මිල ගෙවිය හැකිය,BombExplotionInPublic,1
7664,පෙර සිරියානු ජනතාව දුටු ඔබ කියන්නේ අය හුරුබුහුටි බවයි අය ඔවුන්ගේ රට සිදුවිය හැකි යුද්ධයකට යල්ලා යුද්ධය ඉවර වුනා ස්තුගොඩ් අපි අලුතින් රට ගොඩ ගනිමු,BombExplotionInPublic,1
7665,ඔහු කියනවා නගරය වීඩියෝව ඔහු නගරය සඳහන් කරයි මෙය තේරුම් නොගත් ඕනෑම කෙනෙකුට පරිවර්තනය කිරීම මෙයයි ඔහු මෝඩයා ඔහු අවුල්කාර් යැයි පැවසූ අදහස් කරන්නේ දෙවියන් වහන්සේ ඔහුට ශක්තිය ලබා දෙන ඔහුව ආරක්ෂා කරමිනි,BombExplotionInPublic,1
7666,ප්රචාරණය ගෑස් සිලින්ඩරයේ පිරුණු ගොඩනැගිල්ලක අල් නුස්රා මෝටරයකට වෙඩි තබා ඔබ සිතන්නේ අපි මෝඩයෙක්ද,BombExplotionInPublic,1
7667,දෙවියන් අසාද්ට ආශීර්වාද කරන්න,BombExplotionInPublic,1
7668,මගේ ලේ මගේ හදවත මම ඔබට ලබා දෙමි බෂාර් අල් අසාද් අල්ලාහ් සිරියාවේ සිරියාව බෂාර් කිසිවක් පිස්සු නැත,BombExplotionInPublic,1
7669,ලෝකයේ සිදුවන්නේ කුමක්ද මනුෂ්යත්වය කොහෙද මේක උදව්වක් කරනවා ඔබ ඔවුන්ට බෝම්බ එය කෙතරම් නපුරුද මෙය කළ තැනැත්තා මම බලාපොරොත්තු වෙමි ඔවුන් ජීවිතයක් නිරයේ පුළුස්සා ඔවුන්ට ලැබිය යුතු දේ ලැබෙනු ඇත එෆ් ාතනය නතර කරන්න නවත්වන්න,BombExplotionInPublic,1
7670,එය එසේ,BombExplotionInPublic,1
7671,මෙය නොවේ,BombExplotionInPublic,1
7672,සිරියාව තමන්ගේම ජනතාව බෝම්බ දැමීම සඳහාද,BombExplotionInPublic,1
7673,සිරියානු සිතියම දෙස බලන්න සිරියානු සිතියම දෙස බලන්න පවතින රටවල් කීයක් තිබේදැයි මට විශ්වාසයි,BombExplotionInPublic,1
7674,එන්එම් ජෙයියා අප සිවිල් වැසියන් කෙරෙහි වෙන්වූ බැරල් බෝම්බ දැවී ගියද නැතහොත් ඔහුගේ සිරියානු සමානකම් සහිත රුසියානු පාලන තන්ත්රයද,BombExplotionInPublic,1
7675,ඇමරිකාව සැතෝන්,BombExplotionInPublic,1
7676,ඔයාට හොඳයි,BombExplotionInPublic,1
7677,මගේ මිතුරන් නිදහසේ ශබ්දය,BombExplotionInPublic,1
7678,න්යෂ්ටික පොම්ප ටාකා සයිනික් කරන්න,BombExplotionInPublic,1
7679,ඔව් බොස්නියාවේ ඉරාක ඇෆ්ගනිස්ථානය සිරියාව රටවල මුස්ලිම්වරුන්ට කළ දේ වීරියන් ආක්රමණ සමයේ ඔබ දන්නවා මගේ බොස්නියැක් කාන්තාවන්ට තරුණ ගැහැණු ළමයින්ට මට තවමත් නරකක් දැනේසර්බියානු ඇමරිකානු කාන්තාවන් ගැහැණු ළමයින්මුස්ලිම්වරුන්ට යුක්තිය සාමය,BombExplotionInPublic,1
7680,හි,BombExplotionInPublic,1
7681,මිනිසුන් නකමක් නැත්තේ,BombExplotionInPublic,1
7682,ඔබ මා සාදන ලද සියලුම මුදල්,BombExplotionInPublic,1
7683,එය මට අගෞරව කිරීම නොසැලකිලිමත්කම,BombExplotionInPublic,1
7684,අලූහු අක්බාර් පාචනය,BombExplotionInPublic,1
7685,ඔවුන් ඇත්ත වශයෙන්ම ඉලක්කයකට පහර දෙන පෙනේ මුඛ දැල්වීමක් ඔබට දැක ගත හැකිය,BombExplotionInPublic,1
7686,මගේ ශරීරය සැකසූ සියලු ප්රදේශ තමන් කරන දේ යූඑෆ්ඒ හි ඇයගේ පිටුපසට යූපීඑස්,BombExplotionInPublic,1
7687,මා තුළින් මා හුස්ම හිර කරන්න යූෆා මා හරහා කතා කරන්න,BombExplotionInPublic,1
7688,එය හරියටම නිශ්චිත ස්ථානයේදී එය අතහැර දැමීම ඔවුන්ට දයාවක් නැත,BombExplotionInPublic,1
7689,පළමුවෙන්ම සියල්ලෙන් බැරල් බෝම්බයක් නොවේ දෙවනුව දෙවනුව බෝම්බ නොවේ,BombExplotionInPublic,1
7690,යුද්ධය මගේ හදවත බිඳූ මගේ රටේ යුක්රේනයේ යුද්ධයක් තිබේ මම ප්රාර්ථනා කරන්නේ යුද්ධය නතර වනු ඇත,BombExplotionInPublic,1
7691,තත්පර දී සමහර කාරුණික වන්න හෝ තිරයේ රීල් ක්වික් හි දකුණට වමේ දකුණට ගමන් කරයි,BombExplotionInPublic,1
7692,ජෝශෂ්ස් මස් බෑග් වලට එරෙහිව රුසියානුවන් මෙය යුක්රේනයේ මෙය භාවිතා කළ යුතුය,BombExplotionInPublic,1
7693,අල්ලාහ් අක්බාර්,BombExplotionInPublic,1
7694,අවංකවම එය ප්රවර්ධනය කිරීම අහිංසක සිවිල් වැසියන්ගේ මරණය භාවිතා කිරීමෙන් නිදහසට දෘෂ්ටිවාදය පතුරුවා හැරීම අවංකවම එය ලැජ්ජාවකි,BombExplotionInPublic,1
7695,පාචනය ජෙදරියා වගේ සෑම වීඩියෝවක්ම සාමාන්යයෙන් රූගත කරන තැනැත්තා නගරය සඳහන් වේ,BombExplotionInPublic,1
7696,ඔවුන් ස්ථානයෙන් කළ දේට ආදරය කරන්න,BombExplotionInPublic,1
7697,මෆර් ඇත්තටම අල්ලාහ් අක්බාර් කිව්වා,BombExplotionInPublic,1
7698,ඕලා හූ උබර්,BombExplotionInPublic,1
7699,සෑම ත්රස්තවාදීන්ම පැවසුවේ ඇලලෝ අක්බාර්,BombExplotionInPublic,1
7700,ඇලෝහා ස්නැක්බාර්,BombExplotionInPublic,1
7701,බෝම්බ වලින් ඇඟවෙන්නේ බෝම්බ එතැන් බෝම්බ වලින් ඇඟවෙන්නේ කෙසේද,BombExplotionInPublic,1
7702,ඒවා මඟ පෙන්වූ බෝම්බ බැරල් බොම්බොම් නොව ජෙට් යානා බෝම්බ දමා බැරල්බොම්ස් බින්දුවක් පමණක් හෙලිකොප්ටර් පමණි,BombExplotionInPublic,1
7703,නගරය පුපුරන සුලු පිපිරුමෙන් පිරී තිබේ මට විකාර ගුවන් ප්රහාරයකින් පහර දීමට අවශ්ය නැතිනම්,BombExplotionInPublic,1
7704,යුද්ධය සැබවින්ම මානව ශිෂ් ාචාරයයි,BombExplotionInPublic,1
7705,සමිඳාණන් වහන්සේගේ සෙනඟ එහි කෙළවරේ,BombExplotionInPublic,1
7706,කොබිම්හහ්හා,BombExplotionInPublic,1
7707,බරපතල සිරියාව,BombExplotionInPublic,1
7708,කලෂ් පැණිරීම බෝම්බ හෙලීම අඛණ්ඩව ඉස්ලාමය සාමය,BombExplotionInPublic,1
7709,අප අපගේ බෝම්බ පාකිස්තානයේ උත්සාහ කළ යුතුය,BombExplotionInPublic,1
7710,බැරල් බෝම්බයක් සාමාන්ය බෝම්බයක් වෙනස කුමක්දකිසිවක් නැත,BombExplotionInPublic,1
7711,එය ඇත්ත වශයෙන්ම වැදගත්ද නැතහොත් ඔබ කැබලිවලට කඳුළු සලන දේ වෙනසක් කරන්න,BombExplotionInPublic,1
7712,බැරල් බෝම්බයක් නොවේ ඒක මිසයිලයක්,BombExplotionInPublic,1
7713,බැරල් බෝම්බය මට බෝම්බයකට බෙහෙවින් සමාන යඔබ දෙදෙනාම අහසේ වාතයෙන් බිම හෙළන්න පිඹිමින් දේවල් විනාශ වී මිනිසුන් මිය යති,BombExplotionInPublic,1
7714,ඔබ අසනීප පුද්ගලයින් එවැනි අදහස් දැක්වීමේදී වෙනත් පුද්ගලයින් අදහස් දක්වමින් සිටිනවා දැකීමට අකමැතියි,BombExplotionInPublic,1
7715,පියා නැති හැසිරීම,BombExplotionInPublic,1
7716,ඔවුන් සිවිල් ප්රදේශවලට සමීප ඔවුන් බියජනක දේ සත්යය,BombExplotionInPublic,1
7717,දිවි ගලවා ගැනීමේ සහජ බුද්ධියක් නොමැත,BombExplotionInPublic,1
7718,දුරකථන හුවමාරුවක් යුක්රේන එස්එස්ආර් හි දිනවල නැවත ඉදිකරන ලද ගොඩනැගිල්ලක රුසියානුවන් මිල අධික මිසයිලයකට පහර දුන්හඔවුන්ට එය ගොඩනඟා ගැනීමට හෝ එය උපකරණවලින් පුරවන්නට කාලයක් නොතිබුණිමෙම ගොඩනැගිල්ල උපකරණ හෝ පුද්ගලයින් නොමැතිව හිස් වී ඇත මිසයිලය මුලින්ම පිස්සුවේ මුදුනට පුළුවන එය පුපුරා ගිය පාරට වැඩිදුර රික්චනා කරන ලදීරුසියානුවන් ඩොලර් පිලිසර්වෙල් විනාශ කිරීම ඩොලර් වැය කරමින් වීදුරු විශාල ප්රමාණයක් බිඳ දමා පිපිරීමෙන් මීටර් සිටගෙන සිටි බස් රථ රියදුරාට තුවාල කළහ,BombExplotionInPublic,1
7719,බ්රෝ රුසියානු මිසයිලය,BombExplotionInPublic,1
7720,ලස්සන ගීතයක්,BombExplotionInPublic,1
7721,ආකාරයේ දර්ශන එවැනි සංගීතය තබන විහිළුවඔබට සංවේදීතාවයක් නොමැත,BombExplotionInPublic,1
7722,දුප්පතුන් වැඩ කිරීමට රිය පැදවීම කටයුතු කිරීම සිතා බලන්න,BombExplotionInPublic,1
7723,ප්රධාන සයිරන් නියමිත වේලාවට,BombExplotionInPublic,1
7724,දෙවන පිපිරීමෙන් ගෑස් දිරිගැන්වීම විය පළමු පිපිරීම යෝධ ස්වාභාවික ගෑස් ටැංකියකට හෝ පිරිපහදුවකට පහර දෙමින් මිසයිලයක් විය යුතුය,BombExplotionInPublic,1
7725,උක් අයිවෝ ගනුදෙනුවක් කරන්නේ ඔවුන් මිනිසා ආරක්ෂා කර ගත හැකි විශ්වාසයි,BombExplotionInPublic,1
7726,ගිනිකෙළි,BombExplotionInPublic,1
7727,රුසියානු සංගීතය යනු කුමක්ද,BombExplotionInPublic,1
7728,භාවිතා කර ඇත,BombExplotionInPublic,1
7729,රියදුරු මඳක් සිසිල් වීම මට බයයි,BombExplotionInPublic,1
7730,මම මගේ ජීවිතයට බයයි,BombExplotionInPublic,1
7731,නිකොනිකෝ ප්රධාන කාර්යාලය,BombExplotionInPublic,1
7732,ට්රම්ප්ට මෙය අවසන් කිරීමට අවශ්යදඔහුට කොතරම් නිර්භීතද,BombExplotionInPublic,1
7733,එවැනි හැඟීම්වල දේශපාලන නිරවද්යතාවය නොසලකා සෑම කෙනෙකුටම යුක්රේනියානුවන් රුසියානුවන් දෙදෙනාට අනුකම්පා කරන්නේ කෙසේදැයි මම ආදරෙයිසමහර ඔවුන් ස්ලාව් ජාතිකයන් වීම විය හැකියකෙසේ වෙතත් මැද පෙරදිග වසර කිහිපයකට සෑම දින කිහිපයකටම පාහේ සිදුවෙමින් පවතී,BombExplotionInPublic,1
7734,මෙවැනි ජනයා ආරක්ෂා කරන පුද්ගලයින් සිටී,BombExplotionInPublic,1
7735,මම මෙතනට ආවා ෆිලඩෙල්ෆියා තලය අනතුර වගේ,BombExplotionInPublic,1
7736,සංගීතය කාර් එකෙන්,BombExplotionInPublic,1
7737,මිසයිලයක් දියත් කළ ඔහු දැන සිටියේ නැත,BombExplotionInPublic,1
7738,ඔහු එය හරවා ගත්තේය,BombExplotionInPublic,1
7739,එය මෝටර් රථයේ සංගීතයයි,BombExplotionInPublic,1
7740,පැක්ටෝ,BombExplotionInPublic,1
7741,ඇත්ත ඔවුන්ත් මිනිසුන්පලස්තීනුවන් කණගාටු බවක් අදහස් නොවේ යුක්රේන යුද්ධයේදී සිවිල් වැසියන් අඩු යැයි හැඟීමක් නොවේ,BombExplotionInPublic,1
7742,ඔව් මම එකකි,BombExplotionInPublic,1
7743,තමාටම ආරක්ෂා වීමට රුසියාවට අයිතියක් ඇත,BombExplotionInPublic,1
7744,ක්ලෝට් එහි ආක්රමණයෙන් හෝ,BombExplotionInPublic,1
7745,මෙය මැද පෙරදිග වර්ණභේදවාදී සසඳන කිසිවක් නැත,BombExplotionInPublic,1
7746,බඳවා ගන්න,BombExplotionInPublic,1
7747,අදහස් වල බොට්ස් පමණි,BombExplotionInPublic,1
7748,කණගාටුයි අලුත්වැඩියා කිරීම මාර්ගය වසා ඇතකරුණාකර විකල්ප මාර්ගයක් සොයා ගන්න,BombExplotionInPublic,1
7749,වීලාඩ්ට මදුව්,BombExplotionInPublic,1
7750,විල ඔරෙනයික්,BombExplotionInPublic,1
7751,පුටින්ට නින්දා කිරීම ක්රිමියාවේ ජනවාර්ගික රුසියානුවන් පවිත්ර කිරීම නේටෝවට බැඳීමට තර්ජනය කිරීම නරක අදහසක් විය හැකි යැයි මම විශ්වාස කරමි,BombExplotionInPublic,1
7752,වාව්එම රියදුරා ඉලක්ක ස්ථානයෙන් කෙලින්ම පැමිණීම වාසනාවකි,BombExplotionInPublic,1
7753,වෙළඳ සංකීර්ණය වසා ඇතඅනෙක් අය ඔබේ රට මැරෙන අනෙක් අය මිය හොඳ ක්රමයක්,BombExplotionInPublic,1
7754,අයට අයිපීජීඩ් ලැබුණා,BombExplotionInPublic,1
7755,එය එක් දුරකථන ඇමතුමක් පත් යුද්ධය නතර වනු ඇත,BombExplotionInPublic,1
7756,දෙවන බෝම්බ හෙලීම ඔබට වචනාර්ථයෙන් දැකිය හැකිය,BombExplotionInPublic,1
7757,සහෝදරයා රතු ආලෝකය ඔහුව බේරුවා,BombExplotionInPublic,1
7758,වීඩියෝව රොක් ගීතය මට එංගලන්තයේ වේවා,BombExplotionInPublic,1
7759,මොනතරම් අපූරු ලෝකයක්ද,BombExplotionInPublic,1
7760,ඔවුන් බලපෑම් ප්රමාද ෆියුස් භාවිතා කළහ,BombExplotionInPublic,1
7761,විනෝදයක් නොවේ,BombExplotionInPublic,1
7762,මීට වසර කට පෙර නේප් පැරණි වීඩියෝව,BombExplotionInPublic,1
7763,මම දන්නවාමෙම නිවාස එකම නිවාසවල ප්රදේශයම අද ලබාගෙන මම කීවේ නැත,BombExplotionInPublic,1
7764,ඇත්ත වශයෙන්ම මිසයිලය පැමිණියේ ඊශ්රායලයෙන් ඔවුන් ඉරානයට පහර දීමෙන් පසුව යුක්රේනයට පහර දෙයි,BombExplotionInPublic,1
7765,කෝබ්රා,BombExplotionInPublic,1
7766,ජනතාව මිය යා හැකිය,BombExplotionInPublic,1
7767,ඔවුන් ඉලක්ක කළේ කුමක්ද,BombExplotionInPublic,1
7768,සියලුම රියදුරන් ඔහ් ඔවුන් පාරේ ඉදිකිරීම් කරනවා වෙල්ස්ට් හැරෙන්න වෙනවා,BombExplotionInPublic,1
7769,මිසයිලය මිසයිල ප්රහාරයෙන් පසුව එමඟින් සෑම කෙනෙකුම ස්ථානයට පිවිස පින්තූර ගැනීමට බලා සිටී රියදුරු යානය ඩෑෂ් කැම් වීඩියෝව උඩුගත කරන්න,BombExplotionInPublic,1
7770,පීසා නිවැරදි අන්නාසි ප්රමාණය නිවැරදි කිරීමට අප අපොහොසත් වූ වන්නේ එයයි,BombExplotionInPublic,1
7771,මෙය රික්ත බෝම්බයක් නරක ඉදිකිරීමක්ද,BombExplotionInPublic,1
7772,චොකෝ චොක්සෝ චොකෝ චොකොලැලට්ටා,BombExplotionInPublic,1
7773,චොකෝ චොකෝ චොකෝ චොකෝ චොකෝලට් චොකෝ චොකෝ චොකෝ බොඕඕඕඕඕ,BombExplotionInPublic,1
7774,පාකිස්තානයෙන් රුසියාවට සහාය වන්න,BombExplotionInPublic,1
7775,රුසියානු සිවිල් ජනගහනයට තමන්ගේම දෑසින් යුද්ධයේ ප්රතිවිපාක දැකීමට අවස්ථාව ලැබීම සතුටක්,BombExplotionInPublic,1
7776,ඔහ් ආරක්ෂිතව,BombExplotionInPublic,1
7777,සංගීතය නාට්යය ක්රියා විරහිත කරන ආකාරය,BombExplotionInPublic,1
7778,බ්ලොක් එකේ තියුණුම පිහිය නොවන මම පිළිගනිමි මම හිතන්නේ නැහැ හෙක් ඔට්ටා මෙතනාව ලබා ගන්න කියලා මාව හොරකම් කරන්න කියලා,BombExplotionInPublic,1
7779,උජියා,BombExplotionInPublic,1
7780,ඔවුන් මෙය රුසියාව නොවේ,BombExplotionInPublic,1
7781,ඔවුන් ආර් මාර්ගය අවහිර කිරීමට උත්සාහ කළා විය හැකියසමහර ගොඩනැගිල්ල මෙනවිය,BombExplotionInPublic,1
7782,හොඳම ආකාරය,BombExplotionInPublic,1
7783,මෙය යුද්ධයක් නොව යුද්ධයක් යුද්ධයක් නොවේ,BombExplotionInPublic,1
7784,රියදුරු ජීවිතයට සංගීතය වැදගත්,BombExplotionInPublic,1
7785,කණගාටුයි මම අනතුරු ඇඟෙව්වා,BombExplotionInPublic,1
7786,සංගීතය චිකි චිකි පයිප්ප,BombExplotionInPublic,1
7787,මොහොතේ නීති විරෝධී යූටර්න් පොලිස් නිලධාරියෙකු ඔබට ටිකට් පතක් ලබා දුන්නේ කුමක් කළ යුතුද,BombExplotionInPublic,1
7788,මුම්බායි සල්මාන් ගොඩනැගීමට,BombExplotionInPublic,1
7789,ඒවා තාපබාආරික් පිපිරීම් වගේඔවුන් තමාට මන්දගාමී වීමට නැඹුරු අවම යම් සන්දර්භයක් අවසානයේදී ඔවුන් අවසානයේදී නරක අතට හැරේ,BombExplotionInPublic,1
7790,ලොක්කා ඔබ තවමත් වැඩ කිරීමට එන්නේ,BombExplotionInPublic,1
7791,ආදරය සැහැල්ලු සුව කිරීම යාච් ා ටොන් යැවීම යුක්රේනයේ රුසියාවට ජනතාවට සුබ පැතුම් කාරුණික සිතුවිලි යවයිකරුණාව දයානුකම්පාව ගෞරවය සමගිය වඩාත් වේදනාව මරණයක් දුක් වේදනා අවසන් කිරීමට එකම ක්රමයයි,BombExplotionInPublic,1
7792,ශුද්ධ දුම්,BombExplotionInPublic,1
7793,ප්රශ්නය,BombExplotionInPublic,1
7794,අලංකාරය,BombExplotionInPublic,1
7795,වැඩ කරන සහෝදරයන්,BombExplotionInPublic,1
7796,රියදුරන් අද පසුව මිය නොයෑමට කැමතියි,BombExplotionInPublic,1
7797,චොකෝ චොකෝ චොකෝලා චලනය වෙමින් පවතී,BombExplotionInPublic,1
7798,මෙය බියජනක යැයි ඔබ සිතන්නේ වීඩියෝව නිරූපණය කරන්නේ වීඩියෝව නියෝජනය කරන්නේ සැබෑ හැඟීමෙන් පමණිමට හමු වූ ආසන්නතම පිපිරීම මෙයට සෙයින් සෙයින් එය සැබවින්ම භයානක වියශබ්දය කම්පන තරංග කම්පනය හැඟීම වඩාත් බලපෑමට ලක් වේපිපිරීම දැකීම සියල්ල අනිවාර්යයෙන්ම ඔබට ජීවයේ ඉතිරි කාලය මතක තබා ගනු ඇත,BombExplotionInPublic,1
7799,පළමු පිපිරීම නිහ ව දෙවන ෝෂණනැතහොත් එය ද්විතියික පුපුරා යාමක්ද,BombExplotionInPublic,1
7800,ලිබියාව සිරියාව ගාසා ඉරාක ඇෆ්ගනිස්ථානය සර්බියාව වියට්නාමය යේමනය ඇමරිකා එක්සත් ජනපදය වඩාත් නරක අතට හැරුණි,BombExplotionInPublic,1
7801,බේරා ගැනීමට බ්රැන්ඩන්,BombExplotionInPublic,1
7802,ඔහ් ඔව් ෆ්රයිඩ් රන් පුදුම සහගතයි,BombExplotionInPublic,1
7803,නෝඩය,BombExplotionInPublic,1
7804,දී මම බෙල්ෆාස්ට්හි දී වෙළඳපොලේ වැඩ කළ මට යුරෝපා වෙළඳපොලේ වැඩ කළ මට යුරෝපා වෙළඳපොලේදී පයින්ට් එකක් තිබූ මම ස්ථානය නැවත දෙවරක් පුපුරවා හැරීමට උත්සාහ කළ නැවත නැවතත් උත්සාහ කළ ඔහු කීවේය,BombExplotionInPublic,1
7805,ඔවුන් බාර් එකේ අයර්ලන්ත කාර් බෝම්බ සේවය කළාදැයි කල්පනා කරන්න,BombExplotionInPublic,1
7806,වොලොප්,BombExplotionInPublic,1
7807,වළලුකර,BombExplotionInPublic,1
7808,මිනිසා රක්ෂණය පිස්සු වැටෙන්නට ඇත,BombExplotionInPublic,1
7809,පළමු න් පසු ඔබ සිතන්නේ මිනිසුන් එහි නොයනු ඇතැයි කියාය,BombExplotionInPublic,1
7810,සෑම දිනකම දිනවල හිටෙල්ව විද්යාලයට පුරුදු වී ඇතබෝම්බ දුටුවාමම කොතරම් අසෘදී වූවාදැයි විශ්වාස කළ නොහැක,BombExplotionInPublic,1
7811,දෙවියනේ ඔබ දිගු කලක් ගෙටින් ෆ්රොස්ට්බිට් නොසිටිනු ඇත,BombExplotionInPublic,1
7812,රටට පැමිණි සියලුම විශාල නායකයින් එහි රැඳී සිටියහ එය ඉලක්කයක් වූයේ,BombExplotionInPublic,1
7813,ඔවුන් පිළිතුරක් නොගනී,BombExplotionInPublic,1
7814,හෝටල් කාමරවල ගිඩියොන් බයිබලය පිටුපස දිනුම් ඇදීමේ දිනයේ පිටුපස සිටින කොට් රයිම කිසි විටෙකත් ඔබ කිසි විටෙකත් ප්ලග් ඉන් නොබියේ දුර්ලභ කුසලාකාර මුද්රණ යන්ත්ර ඊටත් භයානක,BombExplotionInPublic,1
7815,නොයෙල් ගැලෝගර් එතනට මොනවද කළේ,BombExplotionInPublic,1
7816,ඔවුන් උතුරු අයර්ලන්තය අඳුරු යුගයේ දී මෙය කරයිමෙම මුලින් මේස් කරන ඔවුන්ගේ නිවැරදි මනසෙහි කිසිවෙකු හෝටලයක් හෝ වෙනත් ව්යාපාරයක් ස්ථානයක් විවෘත නොකරනු ඇත,BombExplotionInPublic,1
