id,comment,label
10627,ඔහු මරණයට ද sentence ුවමක්ඔහුගේ දෙමව්පියන් සහ පවුලේ අනෙක් අය කිසි විටෙකත් නොපෙනෙන ලෙස ඔහුට සිරගෙදර ජීවිතාන්තය දක්වා තිබේ නම්,BombExplotionInPublic
10628,ඉතින් ව්යාජසාර්නෙව් අහිංසකයිත්රස්තවාදය නවත්වන්න,BombExplotionInPublic
10629,අහිංසක මම එය සැක කරමිමෙතරම් බිහිසුණු දෙයක් කරන්නේ පෘථිවියේ අපිරිසිදුකම පමණි,BombExplotionInPublic
10630,සත්යය වඩාත් නරක අතට හැරීම නම් එය අදහස් නොමැතිව ක්රියා කිරීම සහ නගරාධිපතිගේ පුත්රයා විසින් රඳවා ගැනීමයි රුමේනියාවේ දූෂණය විශාලයි,BombExplotionInPublic
10631,මෙය මා බිය ගැන්වන දේවල් වර්ගයයි,BombExplotionInPublic
10632,වසරකට වැඩි කාලයක් ගතවී ඇතත් මුලින් ඔහුගේ කාර්යාලයෙන් ඉවත් වීමට මුලදී අවශ්ය වූ නගරාධිපතිවරයා නැවත මෙලෙසීම එම කුඩා නගරයේ ජනතාවට සමීපව සිටින තවත් ප්රචලිත ස්ථානයක්,BombExplotionInPublic
10633,මෙය කවදාදඑය 2025 සිට ද,BombExplotionInPublic
10634,පෙනෙන විදිහට කැමරාව පිපිරීමෙන් පසු පිපිරීමෙන් පසු කඩා වැටී දර්ශනය පැත්තේ මාර්ගය කරකැවිණි,BombExplotionInPublic
10635,ඔබේ භූමිය සිටගෙන සිටින්න,BombExplotionInPublic
10636,පිපිරීම කොතරම් ශක්තිමත්ද යත් කැමරාව මිනිසාට භූ දර්ශනයක් ඇති බව අමතක කළේය,BombExplotionInPublic
10637,එය රස්ස්නෙයි,BombExplotionInPublic
10638,ගෑස් ස්ථානයේ ගෑස් ස්ථානයේ ගෑස් ස්ථානයේ වැඩි වැඩියෙන් සිටියහ,BombExplotionInPublic
10639,Ww3 ආරම්භ කිරීමට යුක්රේනය උත්සාහ කරයි,BombExplotionInPublic
10640,බ්ලීව,BombExplotionInPublic
10641,කැමරාව පැනලා,BombExplotionInPublic
10642,අවසානයේදී ගවේෂණය කිරීමෙන් පසු අවසානයේ ගින්නක් මෙන් පෙනේ,BombExplotionInPublic
10643,මාෂ්මෙලෝස් ඉවත් කරන්න,BombExplotionInPublic
10644,ඔබ දන්නවා වෙන වෙන මොනවද වෙලා තියෙන්නේ කියලා,BombExplotionInPublic
10645,දැවැන්ත,BombExplotionInPublic
10646,අත්වැසුම් නිරුවත හා දුකක් මෙන්,BombExplotionInPublic
10647,ඉම් රුමේනියානු,BombExplotionInPublic
10648,එය මගේ උපන්දිනය තුළ පාහේ සිදුවිය,BombExplotionInPublic
10649,කැමරා මිනිසා පළමු වරට දිව යයි,BombExplotionInPublic
10650,අවුරුදු 2 කට පෙර 2023,BombExplotionInPublic
10651,හේතුව,BombExplotionInPublic
10652,විහිළුවට කණගාටුයි නමුත් ඔවුන් සුකුනා මෙන් දිව්වා ෆුගාකට පහර දුන්නා,BombExplotionInPublic
10653,හෝ බින් ලා රීස් ගේම්,BombExplotionInPublic
10654,,BombExplotionInPublic
10655,බෝල්කන් වල පමණි,BombExplotionInPublic
10656,ෆූගා,BombExplotionInPublic
10657,මම හිතන්නේ ඩිමෝමන් ස්රිවර්ස් සහ තුවක්කු කුඩු බොනවා,BombExplotionInPublic
10658,පරමාණු බෝම්බය ගැන සිතන්න,BombExplotionInPublic
10659,මෙය ඉර්ල් සුකුනාට ආසන්නතම දෙය බව,BombExplotionInPublic
10660,ටීඑෆ් යනු සුකානායි,BombExplotionInPublic
10661,ෆුගා භාවිතා කළේ කවුද,BombExplotionInPublic
10662,ෂිබුයා හි මොන මගුලක්ද වෙන්නේ,BombExplotionInPublic
10663,කැමරා ශිල්පියා උරා ගනී,BombExplotionInPublic
10664,004 මිනිසුන් කෑගැසීම සැතපුම් 4 ක් හෝ 5 ක් දුරින් පුපුරා යයි,BombExplotionInPublic
10665,එය පුපුරා යන්නේ කෙසේද,BombExplotionInPublic
10666,ඒ ජරාව මුළු මගුලම එළියට දැම්මා,BombExplotionInPublic
10667,006 නූක් ඉවත් කරන ලදි,BombExplotionInPublic
10668,අහස ඇත්තෙන්ම දියමන්තියක් මෙන් බැබළෙන බව පැවසීය,BombExplotionInPublic
10669,රුමේනියාව  දූෂණය ඔහු සම්මතයක් ඇති තැන,BombExplotionInPublic
10670,හරිම පිස්සු,BombExplotionInPublic
10671,1945 දී ජපන් අත්දැකීම එයයි,BombExplotionInPublic
10672,දර්ශනයක්,BombExplotionInPublic
10673,වාව්,BombExplotionInPublic
10674,"පරිවර්තනය

පොප්කෝන් බෑගයේ මේ පැත්තෙන් පහළට යෝජනාවක් පමණක් වන අතර මුහුණත කුමක්ද යන්න ඇත්ත වශයෙන්ම වැදගත් නොවේ",BombExplotionInPublic
10675,ඔවුන් හරි යැයි සිතමි,BombExplotionInPublic
10676,ඒක ව්යාජයි,BombExplotionInPublic
10677,යුද්ධය යනු අප දැනගත්තේ යුද්ධය වෙන කවරදාටත් වඩා දරුණු හා භයානක ය,BombExplotionInPublic
10678,"දෙවියන් වහන්සේ ඔබ සැමට ආශීර්වාද කරයි
දෙවියන් වහන්සේ ඔබ සැමට ආශීර්වාද කරයි",BombExplotionInPublic
10679,ව්යාජ,BombExplotionInPublic
10680,වොෆ් මට මේ ගැන කිසිම අදහසක් තිබුණේ නැහැ,BombExplotionInPublic
10681,රනොයාන්,BombExplotionInPublic
10682,"එය නරකයි මම එහි සිටියා මම එය ආර්ජීජ් IDK හි හරියටම සිතමින් සිටි ප්රවෘත්තිය ගැන දුටුවෙමි
රුමේනියානු පරිවර්තනය එය මම එහි සිටීම නරකයි මම රූපවාහිනියේ දුටුවෙමි",BombExplotionInPublic
10683,003 මේ අනුව මිදි වැල් බූම් ශබ්දය උපත ලැබීය,BombExplotionInPublic
10684,වාව් එය පිපිරීමක්,BombExplotionInPublic
10685,Fllout 4 කාන්දුව  හොඳයි ඩෙට්රොයිට්,BombExplotionInPublic
10686,රුසියානු කඩාකප්පල්කරුවන්,BombExplotionInPublic
10687,කැමරා ශිල්පීන්ගේ තවත් උදාහරණයක් පමණක් කිසි විටෙකත් මිය නොයන්න,BombExplotionInPublic
10688,ඒ ගෑස් නැවතුම ඔබ විශේෂයෙන් f  k කිව්වා,BombExplotionInPublic
10689,සුකුනා ෆුගා,BombExplotionInPublic
10690,මෙය සිදු වූයේ මගේ වැඩියෙන් දවසක්,BombExplotionInPublic
10691,මිනිසා කිසි විටෙකත් කාමරය මිය යන්නේ නැත,BombExplotionInPublic
10692,කැමරා ශිල්පියා කිසි විටෙකත් මිය යන්නේ නැත,BombExplotionInPublic
10693,"ඇත්ත වශයෙන්ම එසේ නොවේ ඔබට එය ගවේෂණය කළ හැකි අතර විවිධ කෝණවල සෑම වාර්තාවක්ම එය පරිවර්තනය කළ හැකිය

භාෂාව පවා රුමේනියානු භාෂාවෙන්",BombExplotionInPublic
10694,අහ් නැහැ,BombExplotionInPublic
10695,"ඇත්ත වශයෙන්ම එසේ නොවේ ඔබට එය ගවේෂණය කළ හැකි අතර විවිධ කෝණවල සෑම වාර්තාවක්ම එය පරිවර්තනය කළ හැකිය

භාෂාව පවා රුමේනියානු භාෂාවෙන්",BombExplotionInPublic
10696,Ur අම්මා,BombExplotionInPublic
10697,මිනිසා කිසි විටෙකත් කාමරය මිය යන්නේ නැත,BombExplotionInPublic
10698,සහෝදරයා ගිනි නිවන භටයින් පවා දුවන්නට පටන් ගත්තා,BombExplotionInPublic
10699,,BombExplotionInPublic
10700,"එයින් තාපය ගැන සිතා බලන්න
මම ගිය අවුරුද්දේ කාර් ගින්නකින් අඩි දොළහක් පමණ විය
මම අතීතයේ ගමන් කරන විට පිස්සු වැටුණු අතර මම මෝටර් රථයේ විරුද්ධ පැත්තේ සිටියෙමි",BombExplotionInPublic
10701,මයිකල් බොක්ක,BombExplotionInPublic
10702,මම ජීවත් වන්නේ රුමේනියාවේ සහ මම මේ ගැන කිසි දිනෙක අසා නැත,BombExplotionInPublic
10703,කැමරාවට පවා එය සමඟ කිසිදු සම්බන්ධයක් නැත,BombExplotionInPublic
10704,පිපිරීම හයිඩ්රජන් වූ අතර එහි හයිඩ්රජන් එයින් අදහස් කරන්නේ එය බොහෝ දෙනෙකුට මිනිසුන්ගෙන් ills ාතනය කරනු ඇති බවයි,BombExplotionInPublic
10705,"නමුත් මම හිතුවේ ගිනි නිවන භටයා ගින්න දෙසට දුව ගොස් ඇති බවයිමොන්ටි පයිතෝන් මඟ හරින්නද
පලා යන්න පලා යන්න",BombExplotionInPublic
10706,සහෝදරයා එහි රුමේනියා ක්රුවෙවාරියා බෙන්සින් එපා,BombExplotionInPublic
10707,උබුයාෂි කපිතාදෝ එන් කැමරාව,BombExplotionInPublic
10708,එය සොයාගත් වීඩියෝ පටයක් වගේ දැනුණා,BombExplotionInPublic
10709,මෙට්රෝ බූමයින් එය උත්පාතයක් බවට පත් කරයි,BombExplotionInPublic
10710,රුමේනියානු ජාතිකයෙකු ලෙස එම පිපිරීම පවා සිදුවූයේ කෙසේදැයි පිස්සු පෙනේතුවාල 46 ට කණගාටුයි,BombExplotionInPublic
10711,පිට්ස්බර්ග් සිට,BombExplotionInPublic
10712,එය මට මතක් කරන්නේ පෙන්සිල්වේනියාවේ එක් පිපිරීමක්,BombExplotionInPublic
10713,ගොඩ්සිලා එහි සිටියේ ය,BombExplotionInPublic
10714,කැමරා මිනිසා කිසි විටෙකත් මිය යන්නේ නැත,BombExplotionInPublic
10715,නිවසේදී මෙය උත්සාහ නොකරන්න,BombExplotionInPublic
10716,රුමේනියානුවන් එවැනි රුමේරියන් ය වහල්භාවයේ මාගර් නොගන්න,BombExplotionInPublic
10717,හාර්ට්මන් හේන්,BombExplotionInPublic
10718,"යූරිI8U1T  රුසියාවේ මෙය සෑම දිනකම සිදු වේ
රුසියානුවන් එවැනි රුසියානු ජාතිකයන් වන අතර යුක්රේනවාදීන් විසින් නියම කරනු ලැබේ",BombExplotionInPublic
10719,වැටලූ හැඳින්වීම වගේ,BombExplotionInPublic
10720,වෙනත් රටවල් පවසන්නේ ඉතා අසීරු නමුත් යථාර්ථයේ දී ඉතා අපහසුය,BombExplotionInPublic
10721,වෙනත් රටවල් පවසන්නේ ඉතා අසීරු නමුත් යථාර්ථයේ දී ඉතා අපහසුය,BombExplotionInPublic
10722,අද අගෝස්තු 26 වන දින,BombExplotionInPublic
10723,විනෝදජනක කාරණය පිපිරීමෙන් කිලෝමීටර 1 ක දැවුවේ යෝධ කැබැල්ලක් තිබී ඇත,BombExplotionInPublic
10724,මේක මගේ උපන්දිනයයි,BombExplotionInPublic
10725,මේ වගේ ලෝකය අවසන් වුණා වගේ,BombExplotionInPublic
10726,විල,BombExplotionInPublic
10727,004 GTA පිපිරීම,BombExplotionInPublic
10728,මම හිතුවේ එහෙමත් නූක් කෙනෙක් කියලා,BombExplotionInPublic
10729,Oppenheimer ඉතා බැරෑරුම් ලෙස කටයුතු කළේය,BombExplotionInPublic
10730,ඒ කාර්නාටක කොන්ග්රස් රාජ් යනු ත්රස්තවාදියා සඳහා වූ භූමියකි,BombExplotionInPublic
10731,,BombExplotionInPublic
10732,IDF ජායි සීතා සීතා රැම් ජි හනුරුන්,BombExplotionInPublic
10733,,BombExplotionInPublic
10734,කැමරා ශිල්පියා කිසි විටෙකත් එසේ නොවේ,BombExplotionInPublic
10735,ගාසා තීරයේ ජනතාවඔක්තෝබර් 7 වන දින අහිංසක ජනතාව killing ාතනය කිරීමෙන් පසු අහිංසක මිනිසුන් පැහැර ගැනීමෙන් පසු වීදිවල හමාස් නැටුම් කිරීම මේ සියල්ල වටීහමාස් නිසා දැන් ඔබේ රට දෙස බලන්න එවිට කාරණය ඔබ මිනිසුන් කැමති නැත,BombExplotionInPublic
10736,මෙය Airon AmparapdoI හි නිර්භීතකම මගේ නෙෆෝජෝස් ඉනිගෝ අම්පායිඩෝakaaka සතුටු කරන්න ඔහුගේ තරුණ වයසේදී,BombExplotionInPublic
10737,එය ජන සංහාර ම්ලේච්ඡත්වයයි ස්මම් ලැජ්ජාව යුක්තියේ ලැජ්ජාව හ,BombExplotionInPublic
10738,හමාස්ගේ දීර් onge ායුෂ හා දීර් gilden ානශීලී සිවිල් දුක් වේදනා සඳහා එක්සත් ජාතීන්ගේ සංවිධානය හා යුරෝපා සංගමය වගකිව යුතුය,BombExplotionInPublic
10739,යුරෝපයේ ජාතිවාදයට ගොදුරු වූ යුදෙව්වන්ට පලස්තීනුවන්ට මිල ගෙවීමට අවශ්ය නොවිය යුතුය,BombExplotionInPublic
10740,යුද්ධ යුද්ධය වොම්මොන්ගර්ස්,BombExplotionInPublic
10741,රුසියාව සහ චීනය නිහ is ඇයි ඔවුන් යුද්ධය නැවැත්වීමට උත්සාහ කළ යුතුයි,BombExplotionInPublic
10742,ඔව් කෝඩ් සුවඳ,BombExplotionInPublic
10743,මම හිතන්නේ ආවාටයේ එම අවස්ථාවේදීඑය ගොඩනැගිල්ලක් නොවේ එය එකක් ඉදිරිපිට පමණක් බව පෙනේ,BombExplotionInPublic
10744,සමූහ ාතන අලුත්වැඩියා කරන බව යුදෙව්වන් ආඩම්බර වේ හමාස් ත්රස්තවාදීන් යැයි ඔබට පැවසිය හැකිය නමුත් යුදෙව්වන් මේ වන විට ළමුන් කාන්තාවන් මහලු අය සියල්ලන්ම වායූන් පිළිබඳ අත්හදා බැලීම් නොකර යුදෙව්වන් දැනට අවිචාරවත් ලෙස killing ාතනය කරමින් සිටිති 19391941 දී නාසීන් කොමියුනිස්ට්වාදීන් ජිප්සීස් යුදෙව්වන් බෙලාරුකියානුවන් රුසියාවේ ජියාල්වරු එක්සත් යුරෝපයේ ෆැසිස්ට්වාදීන්ට යුදෙව්වන් දැන් වෙනස් වන්නේ කෙසේද,BombExplotionInPublic
10745,පලස්තීන ජනතාව ඊශ්රායලය සමඟ සමාදානයෙන් ජීවත් වීම වෙනුවට සෑම විටම දැකීමට අවශ්ය වන්නේ එයයි,BombExplotionInPublic
10746,පලස්තීනුවන් විසින් පීඑල්ඕ හමාස් සහ හිස්බුල්ලා  මුස්ලිම්වරුන් විසින් දශක ගණනාවක් තිස්සේ ගෛත්ර වී ඇතඔවුන් නැගෙනහිර ඉරාකයේ හෝ උතුරු සිරියාවට ගෙදර යාමට ඉඩ දෙන්න මේ භූමිය හිමිකම් පෑමට නොවේඊජිප්තුවේ ගඟ මහා ගඟට යුප්රටීස් යුප්රටීස්  කෙන්යිසස් කෙන්සිත්රිකයන් කන්ඩිසිට්ස් කුරිරුස් පෙසිවරුන් පෙසිවරුනි පෙසිවරුනි පෙසිවරුන් පෙසිවරුනි අමෝරිවරුන්පසුගිය වසර 3300 ක කාලය තුළ යුදෙව්වන් ඊශ්රායෙලයේ දේශයේ අඛණ්ඩව පැමිණ සිටියහමැද පෙරදිග සෑම විටම කැලඹිලි සහිත වියඔවුන් අවුරුදු 100 කට වැඩි කාලයක් තිස්සේ කිහිප වතාවක්ම එය අල්ලාගෙන ඇත Ie යෝෂුවා 1000587දාවිත් රජ ක්රිපූ 1010 ඉශ්රායෙල් අගනුවර ජෙරුසලම සෑදූ අතර ඔහුගේ පුත් සලමොන් යෙරුසලමේ පළමු දේවමාළිගාව ඉදි කළේය,BombExplotionInPublic
10747,ඔවුන් තවමත් දුරකථන සං als ා ලැබෙන්නේ කෙසේද,BombExplotionInPublic
10748,පලස්තීනුවන් හමාස් දෙස නැවත නැවතත් කමින් සාමකාමී රටක් බවට පත් කිරීමට කිසිවක් කර නැතඔවුන්ට වෙනත් තැනක ජීවත් වී අන් අයට ඇතුළට පැමිණ නැවත ගොඩනඟා ගැනීමට ඉඩ දෙන්න,BombExplotionInPublic
10749,ඔවුන් ප්රාණ ඇපකරුවන් පෙළපාළි පෙළෙන විට ඔවුන් පැළඳ සිටින සංදර්ශන මතක තබා ගන්නදැන් ඔවුන් සියල්ලෝම සිවිල් වැසියෝ ය,BombExplotionInPublic
10750,අල් කසම් ගාසා නගරයේ නොමැතමෙම මාධ්ය ස්ථානය බොරු පතුරුවා හරින අතර නපුරට සහයෝගය දැක්වීමට මිනිසුන් ලබා ගනී,BombExplotionInPublic
10751,ඕනෑම මිනිසෙකු පැහැර ගැනීමට හා වධහිංසා කිරීමට හමාස් අයිතියක් නැත,BombExplotionInPublic
10752,ෂිටිඒටීඑස්ටීවාදය,BombExplotionInPublic
10753,වාව් ඩිස්නි හමාස් මත හිම සුදු බෝම්බය දැමූ බවක් පෙනේජන සංහාරය සඳහා එක්සත් ජාතීන් දකීර්තියට දොස් පැවරීමට යන්නේ,BombExplotionInPublic
10754,අලයදහර් අලිහආකර් අලහකවර් අලහකකාර් අලහකකාර් අලහකකාර් අලහකකාර් අලහකකාර් අල්හූකාකාර් අල්හූකාකාර් අලහක්බාර් අලහක්බාර් අලහක්බාර් අලහතුකාරුණ අල්ලාහක අල්ලාහ්,BombExplotionInPublic
10755,එහි එකම කාන්තාවන් සහ දරුවන්,BombExplotionInPublic
10756,කොහොමද ඔයා එතන ඉන්නේ නැහැ කොහෙත්ම නැහැ,BombExplotionInPublic
10757,ආවරණය කිරීම සඳහා හමාස් ධාවනය දුටුවේ නැත,BombExplotionInPublic
10758,බ්රාවෝ ඊශ්රායෙලය,BombExplotionInPublic
10759,ඔබට IDFF හි අභිබවා යා නොහැකඔවුන්ට ඔබ වෙනුවෙන් පැමිණීමට අවශ්ය නම් ඔවුන් එසේ කරනු ඇත,BombExplotionInPublic
10760,"අල් කුර්ආනය පමණක් සාමය ලෙස සැලකුවේ නම්
වෛරය වෙනුවට ජීවත් වී ජීවත් වීමට ඉඩ දෙන්න සහ මුස්ලිම් නොවන කිසිවෙකු ඉවත් කිරීමට කැමැත්තෙන්

අල් කුර්ආනය ඇදහිලිවන්තයන්ට විරුද්ධව අල් කුර්ආනය අවම වශයෙන් පද 100 ක්වත් අඩංගු වේප්රධාන වශයෙන් කිතුනුවන් හා යුදෙව්වන් මෙම පද ඉස්ලාමීය පාලනය වෙනුවෙන් මුස්ලිම්වරුන්ගේ යුද්ධයට කැඳවයි

අල් කුර්ආනය මීට වසර 1500 කට පමණ පෙර මුහම්මද් සහ එල්පි අතර සතුරු තත්වයෙන් උපත ලැබූ බැවිනිඔබ සොයා ගන්නා දෙය නම් මෙම නිෂේධනය සහ ප්රතිවිරෝධය කාලයාගේ ඇවෑමෙන් ශීත කළ බැවිනි",BombExplotionInPublic
10761,එය නවත්වන්න,BombExplotionInPublic
10762,ප්රශ්නයඑක්සත් රාජධානියේ රජය දැනුවත්ව ජන සංහාර කරන පාලන තන්ත්රයට ආයුධ සහ හමුදා ආධාර ලබා දෙන බව ඔප්පු කළහොත් ඔබේ බදු පනත ගෙවීම නීත්යානුකූලව ප්රතික්ෂේප කරන බව ඇත්තදගුරාංග,BombExplotionInPublic
10763,මගේ යුරෝපීය දෘෂ්ටිකෝණයෙන් ඔබ එය දෙස බැලූ විට මේ මුළු තත්වයම බටහිර රූපයට විශාල පහරක්එය අපව සම්පූර්ණ කුහකයන් මෙන් පෙනේ,BombExplotionInPublic
10764,,BombExplotionInPublic
10765,ෂාලොම් ඊශ්රායලය,BombExplotionInPublic
10766,IDF විසින් බෝම්බ හෙලන ලද අවතැන්වූවන් සඳහා මෙය කූඩාරමක් බවය,BombExplotionInPublic
10767,දැන් කිහිප වතාවක් ලැජ්ජයි  ඉන්දියානු මාධ්යවල නාලිකාව,BombExplotionInPublic
10768,යුදෙව්වන් පැවසුවේ නැවත කිසි දිනෙක ලෝකයේ බොහෝ දෙනෙක් තමන්ගේම ජාතීන් බිය ගැන්වීම සඳහා ඔවුන් වෙනුවෙන් ලෝකයේ බොහෝ අය ඔවුන් වෙත පිටුපා සිටියහඔබ ඊශ්රායෙලය කළ යුතු දේ කරන්න,BombExplotionInPublic
10769,සිවිල් වැසියන්ගේ සංහාරයට විවෘතව සහාය දෙන්න,BombExplotionInPublic
10770,එම පිරිමින්ගෙන් වැඩි දෙනෙක් ඇවිදීම යනු ප්රාණ ඇපකරුවන්ගේ අතේ ඇති නව ඒකාකාර  තුවක්කු පෙළ ගැසීම  හවුල් කිරීමයි,BombExplotionInPublic
10771,නාසීන් අවට පැමිණෙන්නේ අදත් ඔවුන් කොහෙදඅතුරුදහන්,BombExplotionInPublic
10772,ඔබ ලේවැකි ප්රෝ ඊශ්රායල සියොන්වාදී වාර්තාකරු  ඔබ ගැන ජරාව,BombExplotionInPublic
10773,සමඟ  ඔබට අහිමි වේ,BombExplotionInPublic
10774,එක්සත් ජනපදය හැර වෙනත් තැනක වෙනත් තැනක ඔවුන් පිළිගන්නේ නැති නිසා ඔවුන් ඔවුන්ගේ මන inary කල්පිත රටට කැමති වනු ඇතැයි මම බලාපොරොත්තු වෙමි,BombExplotionInPublic
10775,Erdanish ඔක්තෝබර් 7 ගැන අමතක කළාද,BombExplotionInPublic
10776,බියගුලු හමාස් රෝහල්වල සහ සිවිල් ප්රදේශවල ආවරණය කිරීම සඳහා සීරීමට ලක්වන අතර එමඟින් ඊශ්රායලය සිවිල් වැසියන් ඉලක්ක කර ගනිමින් පුදුමයක් නැත,BombExplotionInPublic
10777,හිතවත් මනුෂ්ය වර්ගයා ඇමරිකා එක්සත් ජනපදය බර්නි සැන්ඩර්ස් සහ ඔහුගේ බියගුලුකත්වය ගැන ලැජ්ජා වේ,BombExplotionInPublic
10778,බුල්ලා හබ්ග්බාර් හැග්ගර්,BombExplotionInPublic
10779,"මරනවා බල්ලන්ගේ ලැයිස්තුව

1 යාහ්යා සින්වර්
2 ඉස්මයිල් හනීE
3 සාලි අල්අරෝරි
4 මාර්වන් ඊසාස්
5 මොහොමඩ් ඩිෆ්
6 ෆියුඩ් ෂක්ර්
7 හසන් නස්රලා
8 Fatah Sharif
9 අලි කරකි
10 නබිල් කෞක්
11 ඉබ්රාහිම් ක්බිසිසි
12 ඉබ්රාහිම් අකිල්
13 අහමඩ් මහමුද් ව්බි
14 මොහොමඩ් නසාර්
15 තලේබ් අබ්දුල්ලා
16 මොහොමඩ් අබු සයිඩ්
17 ජිහාඩ් අල්මැක්ඩිසි
18 අබ්ඩෙල් රහ්මාන් අබු ලක්ෂා",BombExplotionInPublic
10780,කුලී නිවැසියන් ත්රස්තවාදීන්,BombExplotionInPublic
10781,Am Yiserrael ji,BombExplotionInPublic
10782,බ්රේකින් නිවුස්  හමාස් අක්ෂර වින්යාසය කළ නොහැක,BombExplotionInPublic
10783,ශක්තිමත් ඊශ්රායලය රැඳී සිටින්න,BombExplotionInPublic
10784,"යුක්රේනයේ රුසියානු යුද්ධයට බෝම්බ ප්රහාරයට ඊශ්රායල බෝම්බ වඩාත් මාරාන්තික ය
කවුරුහරි එකඟද",BombExplotionInPublic
10785,ඔවුන් මොනවද චිත්රපට කළ යුත්තේ කොහෙද කියලා දැනගන්නවා,BombExplotionInPublic
10786,ෆෝෆෝ,BombExplotionInPublic
10787,ඇමරිකාව අපගේ උගතු පරිදි ඊශ්රායලයට සහාය දෙයි,BombExplotionInPublic
10788,මම දැන් පද්ධතිය සක්රිය කර සාමකාමී ආගම පිළිබඳ ඉතා සතුටුදායක ආරංචියක් දුටුවෙමි,BombExplotionInPublic
10789,මට ඔවුන්ට එතරම් අනුකම්පාවක් දැනෙනවාඅත්තිවාරම් හැම් බූරුවන්ගේ ප්රදර්ශනය කරන විට ප්රාණ ඇපකරුවන් are ව සහ අතවර කර ඇති විට ඊනියා සිවිල් වැසියන් හැසිරීම එළියට ආ ආකාරය යන ආකාරය ඔවුන් සහ හැම් බූරුවා අතර සුළු වෙනසක් ඇති බව පෙන්නුම් කළේයගාසාහි සහ යුදයේ සහ සමාරියේ වෙසෙන අරාබිවරු බොහෝ දුරට යුදෙව්වන්ට වෛරයේ සංස්කෘතියක් ඇතකිතුනුවන් ද ඔවුන් විසින් අවිශ්වාසවන්ත ලෙස හැඳින්වූයේ නම්  නපුරු වෛරය පිළිබඳ මෙම දෘෂ්ටිවාදය පිළිපැදිය යුතු ය,BombExplotionInPublic
10790,පලස්තීනුවන් 1949 ට වසර දහස් ගණනකට පෙර එහි ජීවත් වූහ යුදෙව්වන් රෝමවරු මෙන් පැමිණියේයසැතපුම් 25 ක් දිග සහ සැතපුම් 7 ක් පළල ඔවුන් බිත්ති සහිත නගරයක් තුළ තබන්නඔව්හු යටින් තවත් නගරයක් හාරතිහමාස් විනාශයMI 315 D නැගෙනහිර විනාශයබිඩෙන් කවදාවත් අමතක කරන්න එපා,BombExplotionInPublic
10791,ඔවුන් සිවිල් වැසියන් හෝ හමාස් මිලිටන් ද,BombExplotionInPublic
10792,ඔක්තෝබර් 7 වන දින සිට මෙය දෙස බලා සිටින අතර පලස්තීනුවන්ගෙන් බහුතරයක් ත්රස්තවාදී සංවිධානයේ හමාස් සඳහා සහයෝගය දක්වමින් මට දැන් පැහැදිලිව දැකගත හැකිය  නින්දිත  ඉස්ජල් ඔවුන්ගේ මුතුන් මිත්තන්ගේ ගෘහ නිවාසයෙන් කිසි විටෙකත් පරාජයට පත් නොවනු ඇත,BombExplotionInPublic
10793,වැඩි කල් නොගොස් එම ජරාව කුහරය ට්රම්ප් නගරය කැඳවන්න,BombExplotionInPublic
10794,ඒක ලොකු කුහරයක්,BombExplotionInPublic
10795,ට්රම්ප් ට්රම්ප් Fjb,BombExplotionInPublic
10796,පලස්තීනය සහෝදරයා,BombExplotionInPublic
10797,Thewaqarharon 2002 25 ප්ලේස්ටේෂන් නැත  වැඩෙන්න,BombExplotionInPublic
10798,ඔබට සහාය නොවී පිරිමි ළමයින් බියගුල්ලෝ ය,BombExplotionInPublic
10799,1930 ගණන්වල ජර්මානුවන් සංක්රාන්තිකය තල්ලු කිරීම සහ ඔවුන්ගේ සංස්කෘතිය අපගේ ශ්රේෂ් est තම මිතුරා විනාශ කළේය,BombExplotionInPublic
10800,ඇමරිකානු ගුවන් යානා රොක්වෙල් බී 1 ලාංඡන ද ඇත 707 ඊශ්රායල ගුවන් යානා අසල 707 ක් එෆ් 15 එෆ් 35 ඔවුන් සියල්ලෝම මෝඩයිගාසා තීරයේ මරණ සිදුවීම් ඇති නිසා අප බෝම්බ හෙලීම නතර කළ යුතුය එය ඉතා කනගාටුදායකයඅපි පලස්තීනයට එරෙහි යුද්ධය නැවැත්විය යුතුයිමම පලස්තීනයට සහාය දෙමිපලස්තීනය ආදරෙයිපලස්තීනය ආදරෙයි,BombExplotionInPublic
10801,"මම පලස්තීනය වෙනුවෙන් පෙනී සිටිමි
පලස්තීනුවන් හොඳ නවාතැන් හා ත්යාගශීලී ය
මන්ද ඔවුන් යුදෙව්වන් පිළිගන්නා බැවිනි
ජර්මනියෙන් පලස්තීනයට ගෙන එන ලදි
යුදෙව්වන්ගේ සියලු දෙනාගේ ශ්රේෂ් greatest තම සතුරා වූ ඇඩොල්ෆ් හිට්ලර් යනපුර අවරුක කිරීමවිෂබීජ නාශක හිට්ලර්ගේ ගැඹුරුම හා ශක්තිමත්ම විශ්වාසයක් බවට පත්වූයේ කවදාද යන්න පිළිබඳව ඉතිහාස ians යින් අතර විවාදයක් පවතී",BombExplotionInPublic
10802,යෙහී සිට චුස්ලාම් කේ ෂාක් බෙදා ගැනීම,BombExplotionInPublic
10803,ගාසා තීරයේ සිදු වූ දේ සත්ව අභය භූමියක සිදුවුවහොත් ලෝකය අතිශයින් කෝපයට පත් වන අතර වහාම ආක්රමණශීලීත්වය නතර කරනු ඇතලෝකයට මනුෂ්යත්වය නැති වී තිබේද,BombExplotionInPublic
